DOI,poci,openalex,coci,venue,publication_year,is_oa
10.3390/diagnostics11091589,True,True,True,Diagnostics,2021,True
10.1016/j.ejmp.2021.05.003,True,True,True,Physica Medica,2021,True
10.1186/s13244-021-01102-6,True,True,True,Insights Into Imaging,2021,True
10.1007/s10278-022-00602-1,True,True,True,Journal of Digital Imaging,2022,True
10.4103/jmss.jmss_43_20,True,False,True,Journal of medical signals and sensors,2021,True
10.3389/fonc.2022.816638,True,True,True,Frontiers in Oncology,2022,True
10.1155/2022/3514988,True,True,True,Computational Intelligence and Neuroscience,2022,True
10.1007/978-3-031-09002-8_1,True,True,True,Springer eBooks,2021,True
10.1038/s41598-022-13739-4,True,True,True,Scientific Reports,2022,True
10.1097/rmr.0000000000000296,True,True,True,Topics in Magnetic Resonance Imaging,2022,True
10.3390/s22176501,True,True,True,Sensors,2022,True
10.1038/s41598-022-18173-0,False,False,True,Scientific Reports,2022,True
10.1038/s41597-022-01560-7,True,True,True,Scientific Data,2022,True
10.1002/acm2.13739,True,True,True,Journal of Applied Clinical Medical Physics,2022,True
10.3389/fonc.2022.969907,True,True,True,Frontiers in Oncology,2022,True
10.1002/acm2.13758,True,True,True,Journal of Applied Clinical Medical Physics,2022,True
10.1136/bmjopen-2021-059000,True,True,True,BMJ Open,2022,True
10.1155/2022/8750648,True,True,False,Computational and Mathematical Methods in Medicine,2022,True
10.3390/brainsci12091145,True,True,True,Brain Sciences,2022,True
10.3390/cancers14184399,True,True,True,Cancers,2022,True
10.1007/s00330-022-09113-7,False,True,True,European Radiology,2022,True
10.3389/fnins.2022.916818,True,True,True,Frontiers in Neuroscience,2022,True
10.1038/s41597-022-01415-1,True,True,True,Scientific Data,2022,True
10.3389/fonc.2022.942511,True,True,True,Frontiers in Oncology,2022,True
10.3389/fonc.2022.892056,True,True,True,Frontiers in Oncology,2022,True
10.1155/2022/6305748,True,True,True,Computational and Mathematical Methods in Medicine,2022,True
10.1155/2022/8747487,True,True,True,Computational and Mathematical Methods in Medicine,2022,True
10.1109/tpami.2018.2840695,True,True,True,IEEE Transactions on Pattern Analysis and Machine Intelligence,2019,True
10.1109/tmi.2018.2824243,True,True,True,IEEE Transactions on Medical Imaging,2018,True
10.1109/tvcg.2018.2796085,True,True,True,IEEE Transactions on Visualization and Computer Graphics,2019,True
10.1117/1.jmi.6.3.034002,True,True,True,Journal of medical imaging,2019,True
10.1186/s13007-020-0563-0,True,True,True,Plant Methods,2020,True
10.1002/cam4.1863,True,True,True,Cancer Medicine,2018,True
10.1007/978-3-319-66179-7_10,True,True,True,Lecture Notes in Computer Science,2017,True
10.3348/kjr.2018.0070,True,True,True,Korean Journal of Radiology,2019,True
10.1038/s41598-020-60550-0,True,True,True,Scientific Reports,2020,True
10.1038/s41598-020-60520-6,True,True,True,Scientific Reports,2020,True
10.15265/iy-2017-041,True,True,False,Yearbook of medical informatics,2017,True
10.1155/2017/4037190,True,True,True,Journal of Healthcare Engineering,2017,True
10.1155/2017/9283480,True,True,True,Journal of Healthcare Engineering,2017,True
10.1007/s11548-020-02186-z,True,True,True,International Journal of Computer Assisted Radiology and Surgery,2020,True
10.3389/fncom.2020.00032,True,True,True,Frontiers in Computational Neuroscience,2020,True
10.1097/rli.0000000000000484,True,True,False,Investigative Radiology,2018,True
10.1007/s11548-019-02011-2,True,True,True,International Journal of Computer Assisted Radiology and Surgery,2019,True
10.1002/hbm.24750,True,True,True,Human Brain Mapping,2019,True
10.1016/j.neucom.2019.01.103,True,True,True,Neurocomputing,2019,True
10.1016/j.nicl.2019.102118,True,False,False,NeuroImage: Clinical,2020,True
10.1186/s12880-020-0409-2,True,True,True,BMC Medical Imaging,2020,True
10.1007/s10278-020-00347-9,True,True,True,Journal of Digital Imaging,2020,True
10.1007/s00259-020-04897-6,True,True,True,European Journal of Nuclear Medicine and Molecular Imaging,2020,True
10.1117/1.jmi.6.2.024005,True,True,True,Journal of medical imaging,2019,True
10.1038/s41598-020-64803-w,True,True,True,Scientific Reports,2020,True
10.3389/fnhum.2018.00166,True,True,True,Frontiers in Human Neuroscience,2018,True
10.4251/wjgo.v11.i12.1218,True,True,True,World Journal of Gastrointestinal Oncology,2019,True
10.1038/s41598-018-22980-9,True,True,True,Scientific Reports,2018,True
10.3389/fnins.2019.00844,True,True,True,Frontiers in Neuroscience,2019,True
10.3174/ajnr.a5675,True,True,True,American Journal of Neuroradiology,2018,True
10.3389/fncom.2019.00081,True,True,True,Frontiers in Computational Neuroscience,2019,True
10.3389/fncom.2019.00083,True,True,True,Frontiers in Computational Neuroscience,2019,True
10.3389/fncom.2019.00084,True,True,True,Frontiers in Computational Neuroscience,2019,True
10.1007/978-3-030-11723-8_9,True,True,True,Springer eBooks,2019,True
10.1109/tmi.2018.2857800,True,True,True,IEEE Transactions on Medical Imaging,2019,True
10.1016/j.media.2019.101539,True,True,True,Medical Image Analysis,2019,True
10.1093/neuonc/noz199,True,True,False,Neuro-oncology,2020,True
10.1186/s40644-019-0256-y,True,True,True,Cancer Imaging,2019,True
10.3389/fncom.2019.00052,True,True,True,Frontiers in Computational Neuroscience,2019,True
10.1038/s41598-018-21678-2,True,True,True,Scientific Reports,2018,True
10.1007/s00066-020-01626-8,True,True,True,Strahlentherapie Und Onkologie,2020,True
10.1016/j.cmpb.2018.01.025,True,True,True,Computer Methods and Programs in Biomedicine,2018,True
10.1371/journal.pone.0228972,True,True,True,PLOS ONE,2020,True
10.3390/diagnostics10020110,True,True,True,Diagnostics,2020,True
10.1007/978-3-030-32226-7_25,True,True,True,Lecture Notes in Computer Science,2019,True
10.3389/fncom.2019.00044,True,True,True,Frontiers in Computational Neuroscience,2019,True
10.1117/1.jmi.6.3.034001,True,True,True,Journal of medical imaging,2019,True
10.3389/fncom.2020.00010,True,True,True,Frontiers in Computational Neuroscience,2020,True
10.1109/tmi.2019.2901712,True,True,True,IEEE Transactions on Medical Imaging,2019,True
10.1109/tbme.2021.3117407,True,True,True,IEEE Transactions on Biomedical Engineering,2022,True
10.1155/2021/6678031,True,True,True,Journal of Healthcare Engineering,2021,True
10.1007/s10278-022-00653-4,True,True,True,Journal of Digital Imaging,2022,False
10.1186/s40537-021-00414-0,True,True,True,Journal of Big Data,2021,True
10.3174/ajnr.a7029,True,True,True,American Journal of Neuroradiology,2021,True
10.1186/s12911-020-1109-0,True,True,True,BMC Medical Informatics and Decision Making,2020,True
10.3390/jimaging7110231,True,True,True,Journal of Imaging,2021,True
10.1155/2022/5641727,True,True,True,Oxidative Medicine and Cellular Longevity,2022,True
10.1016/j.adro.2022.100987,True,True,True,Advances in radiation oncology,2022,True
10.3389/fnins.2021.752780,True,True,True,Frontiers in Neuroscience,2021,True
10.1007/978-3-030-72084-1_15,True,True,True,Lecture Notes in Computer Science,2021,True
10.1038/s41746-021-00398-4,True,True,True,npj digital medicine,2021,True
10.1002/acm2.13321,True,True,True,Journal of Applied Clinical Medical Physics,2021,True
10.1093/braincomms/fcab264,True,True,True,Brain communications,2021,True
10.3390/diagnostics12041017,True,True,True,Diagnostics,2022,True
10.3390/diagnostics12041018,True,True,True,Diagnostics,2022,True
10.1117/1.jmi.8.3.034003,True,True,False,Journal of medical imaging,2021,True
10.1038/s41598-021-94071-1,True,True,True,Scientific Reports,2021,True
10.1007/s11060-022-04042-3,True,True,True,Journal of Neuro-oncology,2022,True
10.21037/qims-21-919,True,True,False,Quantitative imaging in medicine and surgery,2022,True
10.1093/noajnl/vdaa092,True,True,True,Neuro-oncology advances,2021,True
10.1093/noajnl/vdaa054,True,True,True,Neuro-oncology advances,2021,True
10.1631/jzus.b2000381,True,True,True,Journal of Zhejiang University-science B,2021,True
10.1093/brain/awaa277,True,True,True,Brain,2020,True
10.1016/j.artmed.2021.102078,False,True,True,Artificial Intelligence in Medicine,2021,True
10.1038/s41598-020-68857-8,True,True,True,Scientific Reports,2020,True
10.3390/diagnostics11020346,True,True,True,Diagnostics,2021,True
10.3390/e23020223,True,True,True,Entropy,2021,True
10.3390/jimaging7090179,True,True,True,Journal of Imaging,2021,True
10.1155/2021/3741104,True,True,True,Neural Plasticity,2021,True
10.1155/2020/8125392,True,True,True,BioMed Research International,2020,True
10.3390/diagnostics11081393,True,True,True,Diagnostics,2021,True
10.1038/s41467-020-17478-w,True,True,True,Nature Communications,2020,True
10.1109/trpms.2020.3030611,True,True,True,IEEE transactions on radiation and plasma medical sciences,2021,True
10.1007/s00330-021-08035-0,True,True,True,European Radiology,2021,True
10.3389/fmed.2021.705071,True,True,True,Frontiers in Medicine,2021,True
10.1186/s12859-021-04347-6,True,True,True,BMC Bioinformatics,2021,True
10.1063/5.0086789,True,True,True,Biophysics reviews,2022,True
10.3389/fonc.2022.856231,True,True,True,Frontiers in Oncology,2022,True
10.1002/mp.14902,True,True,True,Medical Physics,2021,True
10.1002/mp.15195,False,True,True,Medical Physics,2022,False
10.1016/j.nicl.2020.102323,True,True,True,NeuroImage: Clinical,2020,True
10.3389/frai.2021.582928,True,True,True,Frontiers in artificial intelligence,2021,True
10.1093/braincomms/fcab289,True,True,True,Brain communications,2021,True
10.3390/brainsci10070427,True,True,True,Brain Sciences,2020,True
10.3390/diagnostics11112043,True,True,True,Diagnostics,2021,True
10.1016/j.zemedi.2021.11.006,True,True,True,Zeitschrift Fur Medizinische Physik,2022,True
10.1155/2022/7315665,True,True,True,Journal of Healthcare Engineering,2022,True
10.1007/s11548-022-02619-x,True,True,True,International Journal of Computer Assisted Radiology and Surgery,2022,True
10.1109/isbi48211.2021.9433897,True,False,False,International Symposium on Biomedical Imaging,2021,True
10.1186/s12880-022-00812-7,True,True,True,BMC Medical Imaging,2022,True
10.1371/journal.pone.0250964,True,True,True,PLOS ONE,2021,True
10.3390/healthcare9020153,True,True,True,Healthcare,2021,True
10.3174/ajnr.a6982,True,True,True,American Journal of Neuroradiology,2021,True
10.1155/2021/6653879,True,True,True,BioMed Research International,2021,True
10.1016/j.adro.2021.100746,True,True,True,Advances in radiation oncology,2021,True
10.1109/tmi.2021.3108910,True,True,True,IEEE Transactions on Medical Imaging,2022,True
10.3390/jimaging7040066,True,True,True,Journal of Imaging,2021,True
10.3390/jimaging6110121,True,True,True,Journal of Imaging,2020,True
10.3390/jimaging7020019,True,True,True,Journal of Imaging,2021,True
10.3390/jimaging7020022,True,True,True,Journal of Imaging,2021,True
10.3390/jimaging7080133,True,True,True,Journal of Imaging,2021,True
10.1016/j.media.2021.101972,True,True,True,Medical Image Analysis,2021,True
10.1109/tmi.2021.3079709,True,True,True,IEEE Transactions on Medical Imaging,2021,True
10.1038/s41598-021-89686-3,True,True,True,Scientific Reports,2021,True
10.1016/j.neuroimage.2020.117368,True,True,True,NeuroImage,2020,True
10.1007/s10278-021-00507-5,True,True,True,Journal of Digital Imaging,2021,True
10.1117/1.jmi.8.3.031905,True,True,False,Journal of medical imaging,2021,True
10.1148/ryai.2020190103,True,True,True,Radiology,2020,True
10.3389/frai.2021.635766,True,True,True,Frontiers in artificial intelligence,2021,True
10.1155/2021/9356452,True,True,True,Journal of Healthcare Engineering,2021,True
10.1038/s41598-022-05572-6,True,True,True,Scientific Reports,2022,True
10.3389/fnins.2022.883584,True,True,False,Frontiers in Neuroscience,2022,True
10.3389/frai.2022.780405,True,True,True,Frontiers in artificial intelligence,2022,True
10.3390/s20154203,True,True,False,Sensors,2020,True
10.1007/s11042-022-12316-1,True,True,True,Multimedia Tools and Applications,2022,True
10.1038/s41467-020-19449-7,True,True,True,Nature Communications,2020,True
10.1007/s13042-022-01536-4,True,True,True,International Journal of Machine Learning and Cybernetics,2022,True
10.1148/ryai.2021200276,True,True,False,Radiology,2021,True
10.1148/ryai.2021200301,True,True,True,Radiology,2021,True
10.1148/radiol.210817,True,True,True,Radiology,2022,False
10.1007/s12021-021-09555-2,True,True,True,Neuroinformatics,2022,True
10.1007/s00530-021-00884-5,True,True,True,Multimedia Systems,2022,True
10.1109/tmi.2021.3084748,True,True,True,IEEE Transactions on Medical Imaging,2021,False
10.3389/fncom.2020.495075,True,True,True,Frontiers in Computational Neuroscience,2021,True
10.1007/s11548-021-02433-x,True,True,True,International Journal of Computer Assisted Radiology and Surgery,2021,True
10.3389/fonc.2021.690244,True,True,True,Frontiers in Oncology,2021,True
10.1016/j.media.2022.102424,True,True,True,Medical Image Analysis,2022,True
10.1049/htl2.12005,True,True,True,Healthcare technology letters,2021,True
10.1007/s11548-021-02451-9,True,True,True,International Journal of Computer Assisted Radiology and Surgery,2021,True
10.1038/s42256-020-0227-9,True,False,False,Nature Machine Intelligence,2020,True
10.1007/s00330-020-07297-4,True,True,True,European Radiology,2021,True
10.1007/s00429-022-02508-8,True,True,True,Brain Structure & Function,2022,True
10.1109/trpms.2018.2890359,True,True,True,IEEE transactions on radiation and plasma medical sciences,2019,True
10.1016/j.eswa.2021.115637,True,True,True,Expert Systems With Applications,2021,True
10.3390/s21217018,True,True,True,Sensors,2021,True
10.3390/cancers13215546,True,True,True,Cancers,2021,True
10.1186/s40644-020-00329-8,True,True,True,Cancer Imaging,2020,True
10.1038/s41598-021-87564-6,True,True,True,Scientific Reports,2021,True
10.3390/healthcare9010054,True,True,True,Healthcare,2021,True
10.3389/fonc.2021.761169,True,True,True,Frontiers in Oncology,2021,True
10.3390/diagnostics11101856,True,True,True,Diagnostics,2021,True
10.3390/cancers13205047,True,True,True,Cancers,2021,True
10.1016/j.neuroimage.2020.117081,True,True,True,NeuroImage,2020,True
10.1016/j.media.2020.101862,True,True,True,Medical Image Analysis,2021,True
10.1093/noajnl/vdab004,True,True,True,Neuro-oncology advances,2021,True
10.1038/s41598-020-69250-1,True,True,True,Scientific Reports,2020,True
10.1109/cvpr46437.2021.00245,True,True,True,Proceedings,2021,True
10.3390/jpm10040224,True,True,True,Journal of Personalized Medicine,2020,True
10.1136/bmjopen-2020-042660,True,True,True,BMJ Open,2021,True
10.1016/j.neuroimage.2021.117756,True,True,True,NeuroImage,2021,True
10.1002/nbm.4754,True,True,True,NMR in Biomedicine,2022,True
10.1007/s00330-022-08807-2,True,True,True,European Radiology,2022,True
10.1371/journal.pone.0267213,True,True,True,PLOS ONE,2022,True
10.1155/2022/7882924,True,True,True,Computational Intelligence and Neuroscience,2022,True
10.1186/s12880-021-00639-8,True,True,True,BMC Medical Imaging,2021,True
10.3389/fncom.2020.00061,True,True,True,Frontiers in Computational Neuroscience,2020,True
10.3389/fmed.2021.653925,True,True,True,Frontiers in Medicine,2021,True
10.3389/fninf.2021.805669,True,True,True,Frontiers in Neuroinformatics,2022,True
10.14791/btrt.2021.0031,True,True,True,Brain Tumor Research and Treatment,2022,True
10.3389/fnagi.2022.826622,True,True,True,Frontiers in Aging Neuroscience,2022,True
10.3389/fonc.2021.756828,True,True,True,Frontiers in Oncology,2022,True
10.3390/s22051960,True,True,True,Sensors,2022,True
10.3390/diagnostics11020169,True,True,True,Diagnostics,2021,True
10.3389/fonc.2021.679952,True,True,True,Frontiers in Oncology,2021,True
10.1038/s41598-021-82017-6,True,True,True,Scientific Reports,2021,True
10.1155/2021/6615411,True,True,True,Computational Intelligence and Neuroscience,2021,True
10.1016/j.compmedimag.2020.101828,True,True,True,Computerized Medical Imaging and Graphics,2021,True
10.3174/ajnr.a7363,True,True,True,American Journal of Neuroradiology,2022,True
10.1177/20552076221074122,True,True,True,Digital health,2022,True
10.1002/mp.14556,True,True,True,Medical Physics,2020,True
10.1088/1361-6420/ab649c,True,True,True,Inverse Problems,2020,True
10.1117/12.2566505,True,True,False,"Medical Imaging 2020: Image-Guided Procedures, Robotic Interventions, and Modeling",2020,True
10.1038/s41746-020-00323-1,True,True,True,npj digital medicine,2020,True
10.3390/s22020523,True,True,True,Sensors,2022,True
10.1038/s41598-022-12646-y,True,True,True,Scientific Reports,2022,True
10.3390/cancers13246186,True,True,True,Cancers,2021,True
10.1007/s11571-021-09774-y,True,True,True,Cognitive Neurodynamics,2022,True
