,0
underexplored,1
164,1
"intensity,",1
developmental,1
mono-,1
cross-modal,1
registrations,1
modal,1
According,1
segmentation-informed,1
organize,1
"translation,",1
"contributions,",1
(CIED).In,1
230,1
CIED),1
inhomogeneities.,1
minimized,1
unison.,1
tracings,1
monitoring.,1
cvi42(Circle,1
"Calgary,",1
reinforcing,1
Synthesis,1
Better,1
restoring,1
0.05,1
hausdorff,1
"SynTRUST,",1
10.09,1
7.25,1
"0.05,",1
6.86,1
tenability.,1
"scalability,",1
1.0%,1
"1.5%,",1
respectively.We,1
"usefulness,",1
degrading,1
Trustworthiness,1
"reproducibility,",1
"thoroughness,",1
SynTRUST,1
"quick,",1
rigour,1
0.28,1
(same,1
meta-analysis,1
vendor),1
"(SynTRUST),",1
multi-site,1
infeasible.,1
synthesized,1
"Alberta,",1
Canada).,1
56,1
annotated.,1
codecs,1
self-attention-based,1
task.We,1
(CESS-ViT),1
FC-DenseNet,1
Computationally-Efficient,1
avenues,1
convolution-capsule,1
straightforward.,1
immediately,1
of),1
"deconvolution,",1
thousands,1
day,1
(e),1
well-documented,1
Nested,1
accumulation,1
Capsule,1
Ubiquitous,1
aforementioned,1
(NCDN),1
"1.46%,",1
1.08%,1
"(5%),",1
set-up,1
dataset’s,1
"Notably,",1
pseudo-label,1
pure,1
ViT.Our,1
ViT-based,1
CIED,1
generalizability.In,1
"0.82,",1
"end-systole,",1
95%LoA):,1
(d),1
categorise,1
8%,1
"9%,",1
21%.,1
"determination,",1
coefficient:,1
intra-tumour,1
(approximately,1
450,1
(ESV),1
s).Experimental,1
96.22,1
1.73,1
"normalization,",1
codec,1
context-enabled,1
channels,1
cumbersome.,1
worsening.,1
"codec,",1
(CVDs),1
0.949,1
"0.01,",1
strive,1
(MMA-Net),1
BOA,1
MS-CMRSeg,1
https://github.com/fly1995/DCNet,1
Segment,1
Anatomic,1
α-MI,1
cardiac-related,1
discriminative.,1
inhomogeneity,1
(MST),1
spanning,1
(α-MI),1
multi-feature,1
inhomogeneity.,1
Full,1
multibranch,1
ENet,1
BoxENet,1
coefficients.,1
multilabel,1
pertinently.,1
"topological,",1
"inhomogeneous,",1
implements,1
classes:,1
right).,1
express,1
(MICCAI),1
ELM,1
91.57%,1
"91.77%,",1
"95.80%,",1
dual-path,1
83.3%,1
conducted.,1
BOELM,1
"2017),",1
(BO).,1
butterfly,1
ELM.,1
Regularization,1
subjected,1
86,1
sectors.,1
subdivided,1
Bowl.,1
Science,1
Annual,1
Second,1
Kaggle,1
104,1
etiology,1
"mild,",1
"normal,",1
(ELM),1
"2019),",1
Bio-inspired,1
hyper-parameters,1
Pathology,1
"atrium,",1
"0.919,",1
0.907,1
"(GAN),",1
advance.,1
(different,1
layout,1
easier.,1
factor.,1
decomposes,1
"propagation,",1
"(SSL),",1
reconstructor,1
"two,",1
empowering,1
layer's,1
layer-based,1
"(VAE),",1
"0.881,",1
(CqSL)—to,1
evidencing,1
supremacy,1
degradation.,1
properly.,1
network.We,1
(DRN),1
maintains,1
data-augmentation,1
combine-all,1
"model—namely,",1
response.We,1
0.924,1
reliant,1
information),1
empower,1
stimulates,1
"0.960,",1
non,1
movement,1
non-learning,1
Now,1
exacting,1
rotational,1
parameterizes,1
"days,",1
descriptions,1
consuming.,1
publicly.,1
"Code,",1
data-limited,1
83.2%,1
Myocardium.,1
(CqSL),1
adversarially,1
currentapproaches.,1
(MIM),1
minimizer,1
(SL2SIM),1
(non-spatial),1
recombines,1
(GAN).,1
etc.).,1
"(intensities,",1
regularization-based,1
stands,1
simplicity,1
-16.6%,1
amplification.,1
bounding-box,1
"embedded,",1
(BBA),1
bounding-box-based,1
WMA,1
preferentially,1
clinic.,1
deformationDiffusion,1
generationImage,1
"-21.8,",1
generation.KeywordsDeep,1
"-15.4,",1
"trained,",1
0.47,1
4-CH,1
DDM,1
generation.,1
(DDM),1
"85,",1
Per-study,1
(4D),1
3D+t,1
AbstractTemporal,1
generalizabilityDeep,1
decompositionModel,1
segmentationImage,1
https://zmiclab.github.io/projects.html.KeywordsBayesian,1
ACDC2017,1
https://github.com/DeepMedLab/MTCL,1
handcrafting,1
47/50,1
"relaxation,",1
ugCCKC,1
(LVC).,1
"""nesting""",1
plane.,1
image-grid,1
fractional,1
(ugCCKC),1
uncertainty-guided,1
view.The,1
consensus,1
enforced,1
48/50,1
oftentimes,1
90.48%,1
88.90%,1
86.92%,1
92.90%,1
(LV);,1
89.92%,1
96.24%,1
follows:,1
High,1
Computer-Assisted,1
few-shot,1
EfficientNetB5-UNet,1
(cardiomyopathy,1
Dice.,1
"margins,",1
0.2-0.8,1
inactive,1
Aside,1
identification.,1
(CCNN),1
Conventional,1
nonaffected,1
infectious,1
computer-based,1
body.,1
blockage,1
deformable-based,1
grows,1
shape-based,1
membrane,1
"(ASM),",1
BayeSeg,1
initiated,1
contour-based,1
"limit,",1
point.,1
"gears,",1
"(ACM),",1
blame.,1
vegetables,1
fruits,1
pesticide-tainted,1
consumption,1
food),1
(junk,1
"discomfort,",1
experience,1
edge-based,1
(RNN),1
cross-sequence,1
"variables,",1
specificity).,1
domain-irrelevant,1
Smoothing,1
portions.,1
(SNRs).,1
intelligibility,1
(R2:,1
0.38,1
0.92).Automated,1
percentages,1
DRCA-CNN,1
"FMSI-CNN,",1
"SMSR-CNN,",1
"DC-CNN,",1
can.,1
quiet,1
CCNN,1
image’s,1
RNN,1
(LSTM-),1
memory-,1
multicontrast,1
prevented.,1
"semi-automatic,",1
portions,1
(ASSD),1
perimeter,1
NCDN,1
(slope,1
[0.96,1
1.0,1
0.91),1
"1.01],",1
[0.98,1
0.83),1
"Attri-VAE,",1
better-disentangled,1
"1.09],",1
1.04,1
0.85),1
"1.08],",1
[1.03,1
Attri-VAE,1
Strength/Sequence,1
Measurements,1
"0.207),",1
(r).,1
"slope,",1
"t-test,",1
Tests,1
Comparisons,1
experience.,1
cvi42),1
"(Circle,",1
GCS,1
GRS,1
(Siemens).,1
"1.03],",1
0.88),1
attribute,1
Attribute-based,1
mixup,1
structure-aware,1
"multi-resolution,",1
student–teacher-based,1
minimization,1
mixup-based,1
predicated,1
eminent,1
shorten,1
thread,1
"plaques,",1
"stenosis,",1
<h2>Abstract</h2>,1
Stage,1
Efficacy,1
York,1
Level,1
Evidence,1
time-saving,1
"(ACDC-2017),",1
freely,1
7-fold,1
"DeepStrain,",1
imaging-based,1
34.7,1
autoencoders,1
1.2,1
(Phillips),1
Field,1
(DSC).,1
CH,1
governance,1
barriers,1
productivity,1
clinician-friendly,1
"robust,",1
"regard,",1
(WMA).One,1
WMA.,1
reperfused,1
Fifty,1
therapies,1
cardioprotective,1
"trials,",1
p<0.001),1
59,1
"r=0.77-1.00,",1
0.923-0.931,1
0.844-0.871,1
LVQuan,1
0.933-0.959,1
0.871-0.893,1
labeled),1
(5-25%,1
subjects),1
(5-10,1
refining,1
0.1-0.9,1
0.01-0.05,1
collaboration,1
reformatting,1
pressed,1
cineCT,1
(373,1
undergone,1
533,1
years),1
(36,1
47,1
Population,1
single-center.,1
"Retrospective,",1
Type,1
trade-off,1
"fidelity,",1
(GCS),1
(GRS),1
precluding,1
(bSSFP).,1
free-precession,1
(FT),1
segmentationVision,1
backbones.KeywordsSemi-supervised,1
"disentanglement,",1
"interpretability,",1
studied.,1
inconclusive,1
(cineCT),1
(LS),1
LS,1
95.2%,1
sub,1
abdomen,1
OOD,1
93.56%,1
97.47–97.62%),1
(CI:,1
97.55%,1
(CCC),1
concordance,1
(3224,1
37,1
TAAs,1
(8069,1
(8067,1
374,1
sub-optimally,1
"(24,282",1
(OOD),1
1123,1
confronted,1
post-hoc,1
"Train,",1
bifurcation,1
sought-after,1
"boxes,",1
fastMRI+,1
"optimized,",1
\(\times,1
\)16,1
"acceleration,",1
12%,1
84.63–96.68%),1
"TAAs,",1
sector,1
test.,1
0.44,1
"mmHg−1,",1
0.002,1
9.67,1
mean-field,1
keeps,1
10−4,1
0.0194,1
"intact,",1
distensibility,1
marginalizing,1
M,1
&M,1
KeywordsnnU-NetUncertainty,1
CCC,1
estimationVariational,1
inferenceStochastic,1
AbstractProbability,1
calibration,1
safety-critical,1
"0.995,",1
"interpretable,",1
model-predicted,1
"0.950,",1
0.969,1
unreliable.,1
out-of-domain,1
minimum,1
(TAA),1
strategies.KeywordsScan,1
aneurysm,1
HF.,1
segmentation.KeywordsPathology,1
AbstractPathological,1
pharmaceutical,1
modelCNNU-Net,1
HF,1
myriad,1
provocative,1
MRIMixture,1
set.KeywordsDelayed,1
\(82.95,1
physiopathology,1
"\%\),",1
device-based,1
medications,1
MESA,1
survival,1
compel,1
view.,1
"perspectives,",1
treatment.,1
CAU,1
minimizing,1
min-entropy,1
"10%,35%",1
Challeng(ACDC),1
1.922%,1
~,1
\(84.08,1
segmentationAttention,1
mapCardiac,1
plethora,1
alleviated.,1
phase-contrast,1
depiction,1
realm,1
fibrotic,1
findings.,1
accelerationPathology,1
best-suited,1
localizationFast,1
infarctionDeep,1
data.KeywordsLGE-MRIMyocardial,1
(HF),1
deteriorating,1
93.12%,1
expectancy,1
’MVO’:,1
"76.56%,",1
’Infarctus’:,1
"96.29%,",1
’Myocardium’:,1
decades,1
pharmacological,1
"HF,",1
(MVO),1
obstruction,1
premature,1
marginally,1
AbstractAutomated,1
Dropout,1
20.4,1
notice.,1
"0.768,",1
+0.69%,1
$\Phi$,1
PRN.,1
fastMRI.,1
multi-coil-8x,1
"multi-coil-4x,",1
$\epsilon$,1
influences,1
"single-coil-4x,",1
behavior.,1
indeed,1
"0.923,",1
pivotal.,1
happen,1
"TransFusion,",1
VS-RSN,1
class),1
DF,1
"RSN,",1
negligible,1
"(VS-RSN),",1
multi-coil,1
opinion,1
"$\epsilon$,",1
adaptations,1
handles,1
correctly.,1
AbstractCombining,1
+18.60%,1
w.r.t.,1
vs.~100%,1
configuration.,1
intuitive,1
abdominal-related,1
people’s,1
Histology,1
organ-related,1
Abdominal,1
Repeated,1
faithful,1
Albeit,1
"execution,",1
dominant,1
"derivative,",1
complexes,1
cubical,1
available),1
predictable,1
enriched,1
homology-based,1
motor,1
peculiar,1
(single-class),1
empty,1
derivative.,1
turns,1
"response,",1
voids.,1
ignorant,1
non-alignment,1
divergent,1
supply,1
noises,1
shortcoming,1
"(RSN),",1
reconsynergynet,1
under-performing,1
"with,",1
prioritize,1
begin,1
14.4%,1
LCC-Net,1
stabilization,1
computation-efficiency.,1
tries,1
annotation-,1
Cutting,1
Divergent,1
literature.KeywordsClass,1
equivariant,1
intensive,1
LCC-Net.,1
imbalanceFuzzy,1
fusionSemi-supervised,1
MRIImage,1
top-performing,1
practices.,1
unavailable,1
self-configuring,1
TAA.,1
extraordinary,1
single-coil,1
RSN,1
"(DC-RSN),",1
(DF),1
Fusion,1
(DiFA),1
cross-view,1
"(VIF),",1
"mining,",1
unaligned,1
(MSA),1
(PRN),1
TransFusion,1
(M,1
&Ms-2),1
KeywordsCardiac,1
AbstractIn,1
cross-model,1
fusion.,1
"(T1WI),",1
shape-aware,1
shape-agnostic,1
pseudo-labels,1
(T2WI),1
https://github.com/igip-liu/SLC-Net.KeywordsSemi-supervised,1
segmentationShape,1
awarenessCross-model,1
DC-RSN,1
pseudo-supervisionLocal,1
tailed,1
Inadequate,1
"\),",1
\%,1
"4.451%(Dice),0.841",1
"competences,",1
"VoxResNet,",1
organizational,1
Demon),1
"insufficient,",1
seriously,1
"students,",1
cohorts,1
interpersonal,1
competence,1
professionalism,1
competence”,1
79.59%.,1
rodent,1
"3.79,",1
improve.,1
insight”,1
“interpersonal,1
skull,1
more.,1
stripping,1
29.41%,1
"above,",1
competences,1
(RATS,1
"2.48,",1
competency,1
“influence”,1
RBET),1
"V-Net,",1
"HighRes3DNet,",1
"(DeepLabv3+,",1
"second,",1
emerges,1
https://github.com/melinphd/TAAL.,1
fingerprinting,1
(MRF),1
multiparametric,1
co-registered,1
breath-held,1
MRF,1
Initial,1
Ongoing,1
MRF.,1
orders,1
magnitude.,1
bottlenecks,1
"MRF,",1
Pathological,1
"optimization,",1
low.,1
leadership,1
"MedicDeepLabv3+,",1
cerebral,1
hemispheres,1
MedicDeepLabv3+,1
DeepLabv3+,1
"decoder,",1
bias-field,1
"template,",1
655,1
cultivate,1
next.,1
ResSE-UNet,1
scientists,1
Today,1
Binary,1
fulfill,1
tune,1
TCE,1
ResSE,1
GTV.,1
(TCE),1
Cross-Entropy,1
transform.,1
Ternary,1
trajectories,1
equations,1
counselors,1
Radiotherapy,1
endemic,1
gradual,1
1.,1
intern-image,1
rate.,1
(DCNet),1
under-,1
images.We,1
over-segmentation,1
DCNet,1
disorder.,1
recoding,1
nn-TransUNet,1
TransUNet.,1
Healthcare,1
"nn-TransUNet,",1
"literacy,",1
0.952,1
contralateral,1
literacy,1
important.,1
counselors’,1
students’,1
college,1
cultivating,1
retaining,1
80\(\%\),1
3240,1
hemisphere,1
https://github.com/jmlipman/MedicDeepLabv3Plus,1
diverse-looking,1
orientations,1
"phantoms,",1
representation.,1
male,1
flexibility,1
Simulating,1
workload,1
"Ultimately,",1
"words,",1
deepening,1
"consumption,",1
sector.,1
TAAL,1
cross-augmentation,1
5.031(Asd),1
(FID),1
non-contrast,1
StyleGAN2,1
Flickr-Faces-HQ,1
ubiquitously,1
(horizontal,1
"DL-based,",1
flipping,1
augmentation).,1
Fr\'echet,1
Inception,1
&lt;1%,1
"SR,",1
~10%,1
Turing,1
physician.,1
oncologists.,1
~5%,1
FID,1
(0.826-0.994),1
5.22,1
"(0.690-0.963),",1
"strain,",1
(&gt;0.95),1
(&gt;0.98),1
(n=150).,1
($\pm$,1
(SR),1
"WCE,",1
liver-containing,1
sources.,1
"reasons,",1
outlines,1
\(84.8,1
single-stage,1
mixture,1
needed.,1
"obstruction,",1
micro-vascular,1
transmurality,1
AbstractDE-MRI,1
1.116(HD,1
\),1
\(100\times,1
<inf,1
"xmlns:xlink=""http://www.w3.org/1999/xlink"">95</inf>",1
AbstractAccurate,1
"),",1
websites,1
"accessibility,",1
0.019%,1
utility:,1
capacity.,1
"modality,",1
"requirements,",1
"cameras,",1
28,1
obstacles,1
"upload,",1
StyleGAN2-ADA,1
"similarly,",1
removed.,1
"(TAAL),",1
"globally,",1
problematic.,1
tumors),1
guessing.,1
2%,1
retraining.,1
breaks,1
MYO,1
label-to-image,1
"replicability,",1
pseudo-pathological,1
correlate,1
generations.,1
diversify,1
https://github.com/sinaamirrajab/CardiacPathologySynthesis.KeywordsPathology,1
included;,1
2.9%.,1
synthesisCardiac,1
"ESV,",1
13.6μL,1
MRIGANsVAEsImage,1
"EDV,",1
22.5μL,1
prioritizing,1
measures:,1
maximize,1
intra-reader,1
Test-time,1
Augmentation,1
non-Bayesian,1
Bayes,1
"Backprop,",1
"Dropout,",1
conducted:,1
0.17),1
record,1
(WCE+Dice).,1
(WCE),1
used:,1
Italy).,1
GS),1
FIDs,1
alert,1
"10.78,",1
"3.52,",1
"21.17,",1
75--78%,1
(reviewing,1
31--48%,1
5.39,1
"SLIVER07,",1
"ChestX-ray14,",1
"estimates,",1
distortions,1
Backprop,1
distortions.,1
(brain,1
"calibration,",1
Stochastic,1
"Ensembles,",1
(PLVW).,1
stress/rest,1
"0.89±0.00,",1
NCT01612312.,1
identifiers:,1
Unique,1
https://www.clinicaltrials.gov,1
URL:,1
Registration,1
User‐independent,1
0.77–0.93]),1
"coefficient,",1
14.2%;,1
−9.1%,1
2.6%;,1
EF:,1
=0.49).,1
corrected;,1
0.68,1
0.67,1
curve:,1
=0.001).,1
=0.001;,1
0.92–0.98];,1
&lt;0.001),1
0.92–0.96];,1
"HR,",1
&lt;0.001;,1
0.91–0.95];,1
"[HR],",1
"EF,",1
uncorrected,1
event.,1
NCT00712101,1
bladder,1
"reinfarction,",1
(BC),1
entity,1
Myocarditis,1
FCD,1
experiment.,1
"adopted,",1
losing,1
1 × 1,1
CDBlock,1
backbone.,1
BLU-Net,1
(CDBlocks),1
Blocks,1
Compressed,1
U-shape,1
nested,1
assessed.,1
Limitations,1
highlighted.,1
differentiation,1
determinants,1
doubt,1
casting,1
follow,1
handful,1
biologic,1
staging,1
heralds,1
pivotal,1
invasion,1
congestive,1
"death,",1
"0.96±0.00,",1
motion-related,1
pre-conceived,1
Note,1
SSMT,1
misdirection,1
ROI-focused,1
(SSMT),1
cropped,1
(CRU),1
coarse-Res-Unet,1
"ambiguity,",1
nasopharyngeal,1
license.,1
4.0,1
BY,1
CC,1
Published,1
"Quantification,",1
"Detection,",1
"Algorithms,",1
"Heart,",1
"Cardiac,",1
variation.Keywords:,1
interreader,1
long-,1
unit.A,1
graphics,1
msec,1
610,1
length.,1
(rather,1
mind,1
"events,",1
genotype,1
Analyses,1
patients),1
(n=1017,1
"intelligence–based,",1
unknown.,1
intelligence–based,1
postprocessing.,1
(Bi-CLSTM),1
bidirectional-convolutional,1
compressing,1
"planes,",1
underpinnings,1
environmental,1
genome-wide,1
gene,1
whole-organ,1
moves,1
imaging-genetics.,1
dimensionality,1
scalability,1
low-fidelity,1
"Heterogeneous,",1
"discovery,",1
genotyping,1
sequencing,1
DNA,1
High-throughput,1
"functional,",1
imaging-genetics,1
inflamed,1
presentation.,1
"feature-tracking,",1
Global-Local,1
peripheral,1
excluding,1
"But,",1
soft-tissue,1
paving,1
per-case,1
aorta.,1
mm2,1
≤17.6,1
lumen,1
"0.015,",1
"0.966,",1
Study.,1
selects,1
"scoring,",1
"required,",1
"fail,",1
f...,1
deaths.,1
load,1
Timely,1
supervised.,1
"comparisons,",1
Nine,1
objectively.,1
MS-CMR,1
(MS-CMR),1
obstacle,1
"important,",1
"Thereby,",1
(Recon-GLGAN),1
emerge,1
low-resolutions,1
ringing,1
"aliasing,",1
"ghosting,",1
unusable,1
complete.,1
normal/abnormal,1
supersampling.,1
(temporal),1
inter-phase,1
intra-phase,1
Potential,1
appealing,1
Synthesizing,1
self-modulated,1
Performance,1
nets.,1
imputation,1
pathology-induced,1
degrees,1
(LASC),1
DR-UNet),1
(referred,1
end-to-end.,1
"latter,",1
"consequently,",1
crop,1
density,1
"end-to-end,",1
positives,1
excavate,1
modeled.,1
on:,1
Overview,1
(ConvLSTM),1
"alternatively,",1
(MDC),1
MSPN,1
co-discrimination,1
(MSPN),1
"scales,",1
tolerances,1
"lightweight,",1
observers.,1
0.873,1
epicardium:,1
"0.927,",1
endocardium:,1
Budapest.,1
Semmelweis,1
5570,1
experts;,1
"reporting,",1
foreseeable,1
AI-augmented,1
primed,1
tool.Cardiovascular,1
pathways.In,1
Noninvasive,1
"phenotypes,",1
genotypes,1
"making,",1
prognostication,1
ConvLSTMs,1
"Indeed,",1
Hybrid,1
Incorporating,1
Categorization,1
Understanding,1
Review,1
"losses,",1
prior-based,1
inter-regions,1
prior:,1
"survey,",1
trend,1
aberrant,1
"success,",1
"0.852,",1
centers’,1
(TPS),1
(HDM),1
Thin-Plate-Spline,1
inter-patient,1
intra-patient,1
"(HDM),",1
filled,1
voxel-based,1
over-fitting,1
affine,1
attained,1
workflows’,1
probe,1
HDM,1
intrapatient,1
readers',1
models',1
model-derived,1
Jensen,1
ones.This,1
harder,1
easier-to-segment,1
jointly-trained,1
lets,1
distillate,1
self-consistent,1
co-training,1
damage.,1
serial,1
"survivors,",1
course,1
Survival,1
DT,1
workload.,1
"postprocessing,",1
user.,1
0.70,1
F1,1
"(P < .0001),",1
0.94],1
"[0.92,",1
"TensorFlow,",1
Python,1
MATLAB,1
training/testing,1
STEAM-EPI,1
scans),1
(348,1
inthe,1
Shannon,1
deviating,1
Divergence(JSD).,1
matic,1
auto-,1
verification,1
research-oriented,1
status.,1
61%,1
39%,1
Almost,1
"Interestingly,",1
indicators:,1
Selected,1
presumed,1
video.,1
violence,1
"97.6%,",1
Hockey,1
Crow,1
SPP-based,1
multi-foot,1
brute,1
intelligent.,1
"diverse,",1
surveillance,1
"cities,",1
security,1
"city”,",1
“safe,1
iterations.,1
"confident,",1
Previously,1
corrupted,1
DT-CMR,1
(DT-CMR),1
impediments,1
sciences,1
cognitive,1
popularly,1
subclass,1
renewed,1
one-click,1
"scanner,",1
slices.The,1
unit-based,1
.92).,1
.83).,1
"0.23,",1
1.07,1
0.23,1
(1.08,1
MBF,1
.94),1
"0.59,",1
2.24,1
0.59,1
mL/min/g,1
(MBF;,1
0.04.,1
inference.The,1
significance.,1
per-sector,1
incoming,1
12.5).,1
diluted,1
"effort,",1
"out,",1
materials.,1
"22%,",1
convincing,1
personalization,1
(14%).,1
(4%),1
"(7%),",1
"(-3%),",1
mechanics.,1
circulation,1
simplified,1
coupling,1
Element,1
Finite,1
nearly-incompressible,1
data/model,1
"anisotropic,",1
"hyperelastic,",1
biomechanics.,1
peak-systolic,1
personalisation,1
Physics-informed,1
general.,1
safeguard,1
"case,",1
"oncology,",1
"harm,",1
"implementation,",1
"efforts,",1
non-experts.,1
"usability,",1
model-assigned,1
"Network,",1
"MODRN(e2e),",1
MODRN,1
motion-guided,1
blurring.,1
temporally,1
"loop,",1
multi-structure,1
"mistakes,",1
FCN-based,1
feed-forward,1
system's,1
(FCN)-based,1
formulating,1
interdependence,1
distinctive,1
harmful.,1
transplantation,1
"outliers,",1
boundaries;,1
outliers.,1
"energy,",1
driven,1
GAC,1
LSF,1
(LSF),1
(GAC).,1
"grid,",1
CNNs-based,1
hindrances,1
infusing,1
Estimation,1
configured,1
Compensation.,1
Euclidean,1
98.7%,1
"LGE,",1
97.6%,1
96.6%,1
99.2%,1
scanners.For,1
detected.,1
July,1
May,1
323,1
51.5,1
(7723,1
2020).,1
March,1
December,1
men;,1
1471,1
54.1,1
089,1
(34,1
2329,1
hospitals.,1
"(LGE),",1
(CMR).This,1
matchingGeneralization,1
adaptationHistogram,1
learningDomain,1
https://github.com/JunMa11/HM_DataAug.KeywordsCardiac,1
"unanswered,",1
questions,1
score).,1
(>90%,1
equipment,1
(DB2),1
"generalizability,",1
"needed,",1
"revise,",1
interface,1
graphical,1
B),1
slice;,1
including:,1
GS).,1
"Italy),",1
T),1
"(GE,",1
(DB1),1
criterion,1
cardiac-function,1
reported:,1
"slice,",1
Criteria,1
Basal,1
Modified,1
segmentationAnnotationnnU-Net,1
learningRobustnessSemantic,1
MRIDeep,1
diseasesCine,1
(M&Ms).KeywordsHeart,1
abilities,1
easy-to-customize,1
3T),1
Comparing,1
DB1,1
g).,1
challengers,1
error-prone,1
"labor-intensive,",1
"fibrillation,",1
holds,1
impacted,1
profoundly,1
feature.,1
DB2.,1
0.856,1
0.880,1
"DB1,",1
0.908,1
5±26,1
"together,",1
"g,",1
6±26,1
6±14,1
RVESV,1
6±12,1
-1±14,1
LVESV,1
"ml,",1
-1±12,1
LVEDV,1
(bias±95%LoA):,1
GS,1
examined.,1
hinder,1
insufficiently,1
coined,1
bi-model,1
AVVE.,1
applicable.,1
intolerable,1
AVVE,1
(AVVE),1
"reader,",1
concise,1
intended,1
discussing,1
summarizing,1
links,1
exemplar,1
emphasising,1
tutorial,1
tantalising,1
alleviation,1
"of,",1
Disentangled,1
28%,1
evident,1
augmenting,1
retained,1
volumes),1
(40,1
33,1
tissue-specific,1
XCAT-GAN,1
heart-surrounding,1
heart;,1
evolves,1
"nodes,",1
holes.,1
constraint.,1
variation.,1
AF.,1
"therapies,",1
purpose.,1
management.,1
"eventually,",1
patterns.,1
demands,1
individualized,1
targeting,1
confounder,1
downsampled,1
found.,1
confounders,1
"athletes,",1
exercise.,1
endurance,1
77,1
triathletes,1
adjustment.,1
deflation,1
unassociated,1
overlooked.,1
"differences,",1
consideration.,1
invalidate,1
demographics,1
confounding,1
morphologies,1
XCAT-GANs.,1
8-class,1
4-class,1
technique:,1
132,1
264,1
Valsalva.,1
maximal,1
528,1
vaginal,1
floor,1
sagittal,1
ani,1
levator,1
"uterus,",1
(POP),1
prolapse,1
modeling-based,1
iteration.,1
"inference,",1
frameworks.,1
"Label-Reg,",1
FlowNet,1
label-driven,1
two-step,1
fast-moving,1
misalignment.,1
https://github.com/PengyiZhang/MIADeepSSL.,1
demos,1
bulid,1
furtherly,1
miscellaneous,1
making.,1
(MRFP),1
Depth,1
Multiclass,1
Valsalva;,1
mask-guided,1
grounded,1
phantom.,1
"variation,",1
high-fidelity,1
enrichment,1
modify,1
"capture,",1
(DB),1
"segmentor,",1
DBAN,1
"(DBAN),",1
desirable.,1
69.4,1
"Deeplabv3+,",1
65.6,1
6.8,1
network),1
Xception,1
(X,1
U-Net-X,1
efficacious,1
further.,1
variants.,1
MRFP,1
pretraining.,1
"MRFP,",1
FCN-8s.,1
optimisation,1
priori.,1
intentionally,1
Reinforcement,1
"driving,",1
(DRL),1
highlighted,1
cross-modality,1
(target),1
(source),1
"enhance-MRI),",1
(Late-gadolinium,1
"Procession-MRI),",1
Steady-State,1
(balanced,1
bSSFP-MRI,1
point-cloud,1
"minimization,",1
integrates:,1
spaces.,1
intend,1
phenomena.,1
91.87%,1
89.89%,1
imATFIB,1
fundamentally,1
ensembling,1
DeepLabV3+.,1
general-purpose,1
regime,1
"2D,",1
degree.,1
9.4,1
DRL,1
threshold.,1
Addressing,1
imitate,1
algorithm),1
(SaMEA,1
Evolutionary,1
Multiobjective,1
Surrogate-assisted,1
EMONAS-Net,1
MultiObjective,1
"EMONAS-Net,",1
macro-structure,1
micro-,1
over-parametrized.,1
data-efficiency,1
VR-Net,1
3D),1
(two,1
VR-Net.,1
layer),1
closed-form,1
"point-wise,",1
"sub-problems,",1
"VR-Net,",1
Data-driven,1
F-measure,1
Next-P-Net,1
"point,",1
Next-P-Net.,1
First-P-Net,1
DRL.,1
Markov,1
1.08,1
MCD,1
"volunteers,",1
post-myocardial,1
State,1
Steady,1
(C-Alpha),1
Alpha,1
Cronbach's,1
Hausdorff-distance.,1
(APD),1
sensitivity-specificity,1
(RPIM).,1
Interpolation,1
Point,1
"quantified,",1
(LVEDD),1
diameter,1
test-sets).,1
validation-sets,1
"training-sets,",1
(22,1
ResNet-50,1
DeepLabV3+,1
DENSE,1
chemotherapy.,1
damage,1
(DENSE),1
Echoes,1
Stimulated,1
Encoding,1
Displacement,1
Left-ventricular,1
Precession,1
(SSFP),1
vendor,1
"cm,",1
167,1
SegNet.,1
SAUN,1
"(MCD),",1
SAUN.,1
(SAUN),1
Stack,1
guide.,1
weigh,1
neighbouring,1
multi-phase,1
cardiotoxicity.,1
0.8).,1
0.3,1
tool-based,1
0.4,1
(4.6,1
LVEDD,1
0.6),1
"6%,",1
(56,1
0.97,1
SSFP,1
C-Alpha,1
test-set.,1
2.4,1
APD,1
"97%,",1
explanation,1
dilemma,1
Imputation,1
"94%,",1
RCs,1
"removal,",1
matters,1
activity,1
"removals,",1
0.993,1
0.996,1
"0.998,",1
removal.,1
projection-domain,1
14.3%,1
91.7%,1
image-domain,1
MSE,1
(RC).,1
"(MSE),",1
squared,1
hit,1
coincidence,1
Partial-ring,1
full-ring,1
"SimSET,",1
"toolkit,",1
undesirable,1
partial-ring,1
https://github.com/DeepMedLab/Tri-U-MT.,1
demostrated,1
SER,1
"fairness,",1
diameter),1
89%,1
trainees.,1
Besides,1
senior,1
cardiomyopathies,1
"men,",1
(74%,1
(dys)function.,1
vorticity,1
circularity,1
kinetic,1
"vorticity,",1
Early,1
cores,1
0.77).,1
(Cohen's,1
"cycle,",1
rings,1
velocities.,1
transmitral,1
(10,1
MV,1
criterion-based,1
Q,1
divergence-free,1
4D-flow,1
ring,1
vortex,1
(MV),1
case.,1
transported,1
super-resolution.,1
mitigation,1
(SER),1
skewed,1
group.,1
level-set,1
"segAN,",1
(EF).The,1
pigs.,1
porcine,1
"1,649",1
segAN.,1
algorithms:,1
projections,1
development.We,1
semi-manually.,1
echo,1
"echo,",1
echo),1
(2D,1
Two-dimensional,1
0.977,1
