name,DOI,publication_year,dataset_used,task
None,10.1016/j.nicl.2017.10.021,2017,BRATS,Brain
None,10.1109/TMI.2020.2964310,2020,BRATS,Brain
None,10.3389/fncom.2019.00073,2019,BRATS,Brain
None,10.1002/acm2.12795,2020,BRATS,Brain
None,10.1371/journal.pone.0219724,2019,BRATS,Brain
None,10.1146/annurev-bioeng-062117-121105,2020,BRATS,Brain
None,10.1186/s13014-020-01553-z,2020,BRATS,Brain
None,10.1155/2018/5693058,2018,BRATS,Brain
None,10.1016/j.ejmp.2018.06.012,2018,BRATS,Brain
None,10.1007/s00330-018-5595-8,2019,BRATS,Brain
None,10.1117/12.2292930,2018,BRATS,Brain
None,10.1155/2019/6134942,2019,BRATS,Brain
None,10.1155/2018/1048164,2018,BRATS,Brain
None,10.1109/TRPMS.2018.2883437,2019,BRATS,Brain
None,10.1038/s41467-019-08546-x,2019,BRATS,Brain
None,10.1148/radiol.2020200819,2020,BRATS,Brain
None,10.3389/fnins.2020.00065,2020,BRATS,Brain
None,10.3389/fncom.2020.00006,2020,BRATS,Brain
None,10.3389/fncom.2020.00009,2020,BRATS,Brain
None,10.1155/2017/9512370,2017,BRATS,Brain
None,10.1109/TMI.2019.2905770,2019,BRATS,Brain
None,10.3389/fnins.2019.00144,2019,BRATS,Brain
None,10.1002/mp.13695,2019,BRATS,Brain
None,10.3389/fnins.2019.00810,2019,BRATS,Brain
None,10.1117/1.JMI.7.1.014502,2020,BRATS,Brain
None,10.3389/fnins.2019.01182,2019,BRATS,Brain
None,10.1016/j.neuroimage.2018.04.073,2018,BRATS,Brain
None,10.3389/fnins.2019.00966,2019,BRATS,Brain
None,10.1117/1.JMI.6.4.044002,2019,BRATS,Brain
None,10.1007/978-3-319-75238-9_12,2018,BRATS,Brain
None,10.1186/s12880-019-0369-6,2019,BRATS,Brain
None,10.1016/j.neuroimage.2020.117081,2020,BRATS,Brain
None,10.1016/j.media.2020.101862,2021,BRATS,Brain
None,10.1093/noajnl/vdab004,2021,BRATS,Brain
None,10.1038/s41598-020-69250-1,2020,BRATS,Brain
None,10.1109/cvpr46437.2021.00245,2021,BRATS,Brain
None,10.3390/jpm10040224,2020,BRATS,Brain
None,10.1136/bmjopen-2020-042660,2021,BRATS,Brain
None,10.1016/j.neuroimage.2021.117756,2021,BRATS,Brain
None,10.1002/nbm.4754,2022,BRATS,Brain
None,10.1007/s00330-022-08807-2,2022,BRATS,Brain
None,10.1371/journal.pone.0267213,2022,BRATS,Brain
None,10.1155/2022/7882924,2022,BRATS,Brain
None,10.1155/2022/3514988,2022,BRATS,Brain
None,10.1007/978-3-031-09002-8_1,2021,BRATS,Brain
None,10.1038/s41598-022-13739-4,2022,BRATS,Brain
None,10.1097/RMR.0000000000000296,2022,BRATS,Brain
None,10.3390/s22176501,2022,BRATS,Brain
None,10.1038/s41598-022-18173-0,2022,BRATS,Brain
None,10.1038/s41597-022-01560-7,2022,BRATS,Brain
None,10.1002/acm2.13739,2022,BRATS,Brain
None,10.3389/fonc.2022.969907,2022,BRATS,Brain
None,10.1002/acm2.13758,2022,BRATS,Brain
None,10.1136/bmjopen-2021-059000,2022,BRATS,Brain
None,10.1155/2022/8750648,2022,BRATS,Brain
None,10.3390/brainsci12091145,2022,BRATS,Brain
None,10.3390/cancers14184399,2022,BRATS,Brain
None,10.1007/s00330-022-09113-7,2022,BRATS,Brain
None,10.3389/fnins.2022.916818,2022,BRATS,Brain
None,10.1038/s41597-022-01415-1,2022,BRATS,Brain
None,10.3389/fonc.2022.942511,2022,BRATS,Brain
None,10.3389/fonc.2022.892056,2022,BRATS,Brain
None,10.1155/2022/6305748,2022,BRATS,Brain
None,10.1155/2022/8747487,2022,BRATS,Brain
None,10.1109/TBME.2021.3117407,2022,BRATS,Brain
None,10.1155/2021/6678031,2021,BRATS,Brain
None,10.1007/s10278-022-00653-4,2022,BRATS,Brain
None,10.1186/s40537-021-00414-0,2021,BRATS,Brain
None,10.3174/ajnr.A7029,2021,BRATS,Brain
None,10.1186/s12911-020-1109-0,2020,BRATS,Brain
None,10.3390/jimaging7110231,2021,BRATS,Brain
None,10.1155/2022/5641727,2022,BRATS,Brain
None,10.1016/j.adro.2022.100987,2022,BRATS,Brain
None,10.3389/fnins.2021.752780,2021,BRATS,Brain
None,10.1007/978-3-030-72084-1_15,2021,BRATS,Brain
None,10.1038/s41746-021-00398-4,2021,BRATS,Brain
None,10.1002/acm2.13321,2021,BRATS,Brain
None,10.1093/braincomms/fcab264,2021,BRATS,Brain
None,10.3390/diagnostics12041017,2022,BRATS,Brain
None,10.3390/diagnostics12041018,2022,BRATS,Brain
None,10.1117/1.JMI.8.3.034003,2021,BRATS,Brain
None,10.1038/s41598-021-94071-1,2021,BRATS,Brain
None,10.1007/s11060-022-04042-3,2022,BRATS,Brain
None,10.21037/qims-21-919,2022,BRATS,Brain
None,10.1093/noajnl/vdaa092,2021,BRATS,Brain
None,10.1093/noajnl/vdaa054,2021,BRATS,Brain
None,10.1631/jzus.B2000381,2021,BRATS,Brain
None,10.1093/brain/awaa277,2020,BRATS,Brain
None,10.1016/j.artmed.2021.102078,2021,BRATS,Brain
None,10.1038/s41598-020-68857-8,2020,BRATS,Brain
None,10.3390/diagnostics11020346,2021,BRATS,Brain
None,10.3390/e23020223,2021,BRATS,Brain
None,10.3390/jimaging7090179,2021,BRATS,Brain
None,10.1155/2021/3741104,2021,BRATS,Brain
None,10.1155/2020/8125392,2020,BRATS,Brain
None,10.3390/diagnostics11081393,2021,BRATS,Brain
None,10.1038/s41467-020-17478-w,2020,BRATS,Brain
None,10.1109/trpms.2020.3030611,2021,BRATS,Brain
None,10.1007/s00330-021-08035-0,2021,BRATS,Brain
None,10.3389/fmed.2021.705071,2021,BRATS,Brain
None,10.1186/s12859-021-04347-6,2021,BRATS,Brain
None,10.1063/5.0086789,2022,BRATS,Brain
None,10.3389/fonc.2022.856231,2022,BRATS,Brain
None,10.1002/mp.14902,2021,BRATS,Brain
None,10.1002/mp.15195,2022,BRATS,Brain
None,10.1016/j.nicl.2020.102323,2020,BRATS,Brain
None,10.3389/frai.2021.582928,2021,BRATS,Brain
None,10.1093/braincomms/fcab289,2021,BRATS,Brain
None,10.3390/brainsci10070427,2020,BRATS,Brain
None,10.3390/diagnostics11112043,2021,BRATS,Brain
None,10.1186/s12880-021-00639-8,2021,BRATS,Brain
None,10.3389/fncom.2020.00061,2020,BRATS,Brain
None,10.3389/fmed.2021.653925,2021,BRATS,Brain
None,10.3389/fninf.2021.805669,2022,BRATS,Brain
None,10.14791/btrt.2021.0031,2022,BRATS,Brain
None,10.3389/fnagi.2022.826622,2022,BRATS,Brain
None,10.3389/fonc.2021.756828,2022,BRATS,Brain
None,10.3390/s22051960,2022,BRATS,Brain
None,10.3390/diagnostics11020169,2021,BRATS,Brain
None,10.3389/fonc.2021.679952,2021,BRATS,Brain
None,10.1038/s41598-021-82017-6,2021,BRATS,Brain
None,10.1155/2021/6615411,2021,BRATS,Brain
None,10.1016/j.compmedimag.2020.101828,2021,BRATS,Brain
None,10.3174/ajnr.A7363,2022,BRATS,Brain
None,10.1177/20552076221074122,2022,BRATS,Brain
None,10.1002/mp.14556,2020,BRATS,Brain
None,10.1088/1361-6420/ab649c,2020,BRATS,Brain
None,10.1117/12.2566505,2020,BRATS,Brain
None,10.1038/s41746-020-00323-1,2020,BRATS,Brain
None,10.3390/s22020523,2022,BRATS,Brain
None,10.1038/s41598-022-12646-y,2022,BRATS,Brain
None,10.3390/cancers13246186,2021,BRATS,Brain
None,10.1007/s11571-021-09774-y,2022,BRATS,Brain
None,10.1155/2022/2858845,2022,BRATS,Brain
None,10.4103/jmss.jmss_128_21,2022,BRATS,Brain
None,10.3389/fonc.2022.924245,2022,BRATS,Brain
None,10.1117/12.2607895,2022,BRATS,Brain
None,10.1155/2022/7935346,2022,BRATS,Brain
None,10.3389/fonc.2022.950706,2022,BRATS,Brain
None,10.1109/isbi52829.2022.9761629,2022,BRATS,Brain
None,10.1088/1361-6560/ac9449,2022,BRATS,Brain
None,10.3389/fneur.2022.932219,2022,BRATS,Brain
None,10.1007/978-3-030-72084-1_39,2020,BRATS,Brain
None,10.21037/qims-22-34,2022,BRATS,Brain
None,10.1155/2022/1541980,2022,BRATS,Brain
None,10.3390/diagnostics12071657,2022,BRATS,Brain
None,10.1109/JBHI.2022.3185956,2022,BRATS,Brain
None,10.3390/medicina58081090,2022,BRATS,Brain
None,10.1038/s41598-022-14039-7,2022,BRATS,Brain
None,10.1038/s41598-022-15623-7,2022,BRATS,Brain
None,10.1148/ryai.220107,2022,BRATS,Brain
None,10.1038/s41746-022-00699-2,2022,BRATS,Brain
None,10.1038/s41598-022-14983-4,2022,BRATS,Brain
None,10.1007/s10278-022-00655-2,2022,BRATS,Brain
None,10.1038/s41598-022-19356-5,2022,BRATS,Brain
None,10.3390/s22187007,2022,BRATS,Brain
None,10.1117/1.JMI.9.3.036001,2022,BRATS,Brain
None,10.3390/cancers14163897,2022,BRATS,Brain
None,10.3389/fninf.2022.1006532,2022,BRATS,Brain
None,10.3390/cancers14112623,2022,BRATS,Brain
None,10.3390/cancers14112676,2022,BRATS,Brain
None,10.1186/s12859-022-04794-9,2022,BRATS,Brain
None,10.1038/s41467-022-30695-9,2022,BRATS,Brain
None,10.3389/fnins.2022.1009581,2022,BRATS,Brain
None,10.3389/fnins.2022.1000587,2022,BRATS,Brain
None,10.3390/brainsci12060797,2022,BRATS,Brain
None,10.1007/s00117-022-01051-1,2022,BRATS,Brain
None,10.1186/s13014-022-02137-9,2022,BRATS,Brain
None,10.3348/jksr.2020.0150,2020,BRATS,Brain
None,10.3389/fninf.2022.919779,2022,BRATS,Brain
None,10.1155/2022/5898479,2022,BRATS,Brain
None,10.3389/fphys.2022.878391,2022,BRATS,Brain
None,10.3389/fnins.2022.911065,2022,BRATS,Brain
None,10.3389/fgene.2022.937042,2022,BRATS,Brain
None,10.3390/cancers14122818,2022,BRATS,Brain
None,10.1093/noajnl/vdac083,2022,BRATS,Brain
None,10.1093/neuonc/noac166,2022,BRATS,Brain
None,10.3390/s22145292,2022,BRATS,Brain
None,10.3390/jimaging8070190,2022,BRATS,Brain
None,10.3390/diagnostics12081878,2022,BRATS,Brain
None,10.3389/fonc.2022.873268,2022,BRATS,Brain
None,10.3389/fnins.2022.918623,2022,BRATS,Brain
None,10.3389/fnins.2022.837646,2022,BRATS,Brain
None,10.1093/noajnl/vdac081,2022,BRATS,Brain
None,10.1148/ryai.210243,2022,BRATS,Brain
nnU-Net: a self-configuring method for deep learning-based biomedical image segmentation,10.1038/s41592-020-01008-z,2021,ACDC,Cardiac
Automated cardiovascular magnetic resonance image analysis with fully convolutional networks,10.1186/s12968-018-0471-x,2018,ACDC,Cardiac
Deep Learning for Cardiac Image Segmentation: A Review,10.3389/fcvm.2020.00025,2019,ACDC,Cardiac
Deep Learning for Segmentation Using an Open Large-Scale Dataset in 2D Echocardiography,10.1109/tmi.2019.2900516,2019,ACDC,Cardiac
Multi-Scale Self-Guided Attention for Medical Image Segmentation,10.1109/jbhi.2020.2986926,2021,ACDC,Cardiac
State-of-the-Art Deep Learning in Cardiovascular Image Analysis,10.1016/j.jcmg.2019.06.009,2019,ACDC,Cardiac
Evaluation of algorithms for Multi-Modality Whole Heart Segmentation: An open-access grand challenge,10.1016/j.media.2019.101537,2019,ACDC,Cardiac
Learning a Probabilistic Model for Diffeomorphic Registration,10.1109/tmi.2019.2897112,2019,ACDC,Cardiac
Automatic 3D Bi-Ventricular Segmentation of Cardiac Images by a Shape-Refined Multi- Task Deep Learning Approach,10.1109/tmi.2019.2894322,2019,ACDC,Cardiac
Reference ranges (“normal values”) for cardiovascular magnetic resonance (CMR) in adults and children: 2020 update,10.1186/s12968-020-00683-3,2020,ACDC,Cardiac
Machine learning in cardiovascular magnetic resonance: basic concepts and applications,10.1186/s12968-019-0575-y,2019,ACDC,Cardiac
Loss odyssey in medical image segmentation,10.1016/j.media.2021.102035,2021,ACDC,Cardiac
Convolutional Neural Network With Shape Prior Applied to Cardiac MRI Segmentation,10.1109/jbhi.2018.2865450,2019,ACDC,Cardiac
Fully Automated Quality-Controlled Cardiac Analysis From CMR,10.1016/j.jcmg.2019.05.030,2020,ACDC,Cardiac
Disentangled representation learning in cardiac image analysis,10.1016/j.media.2019.101535,2019,ACDC,Cardiac
Image-Based Cardiac Diagnosis With Machine Learning: A Review,10.3389/fcvm.2020.00001,2020,ACDC,Cardiac
Multi-Centre Multi-Vendor and Multi-Disease Cardiac Segmentation: The M&amp;Ms Challenge,10.1109/tmi.2021.3090082,2021,ACDC,Cardiac
Deep co-training for semi-supervised image segmentation,10.1016/j.patcog.2020.107269,2020,ACDC,Cardiac
Deep Learning in Cardiology,10.1109/rbme.2018.2885714,2019,ACDC,Cardiac
Challenges in diffusion MRI tractography – Lessons learned from international benchmark competitions,10.1016/j.mri.2018.11.014,2019,ACDC,Cardiac
Survey on Deep Neural Networks in Speech and Vision Systems,10.1016/j.neucom.2020.07.053,2020,ACDC,Cardiac
Semi-supervised and Task-Driven Data Augmentation,10.1007/978-3-030-20351-1_3,2019,ACDC,Cardiac
Self-Supervised Learning for Cardiac MR Image Segmentation by Anatomical Position Prediction,10.1007/978-3-030-32245-8_60,2019,ACDC,Cardiac
A global benchmark of algorithms for segmenting the left atrium from late gadolinium-enhanced cardiac magnetic resonance imaging,10.1016/j.media.2020.101832,2021,ACDC,Cardiac
A learning-based automatic segmentation and quantification method on left ventricle in gated myocardial perfusion SPECT imaging: A feasibility study,10.1007/s12350-019-01594-2,2020,ACDC,Cardiac
Semi-supervised Left Atrium Segmentation with Mutual Consistency Training,10.1007/978-3-030-87196-3_28,2021,LA,Cardiac
Recent Advances in Fibrosis and Scar Segmentation From Cardiac MRI: A State-of-the-Art Review and Future Perspectives,10.3389/fphys.2021.709230,2021,LA,Cardiac
Impact of left atrial appendage location on risk of thrombus formation in patients with atrial fibrillation,10.1007/s10237-021-01454-4,2021,LA,Cardiac
Electrocardiographic Imaging for Atrial Fibrillation: A Perspective From Computer Models and Animal Experiments to Clinical Value,10.3389/fphys.2021.653013,2021,LA,Cardiac
Adaptive Hierarchical Dual Consistency for Semi-Supervised Left Atrium Segmentation on Cross-Domain Data,10.1109/tmi.2021.3113678,2022,LA,Cardiac
Toward Patient-Specific Prediction of Ablation Strategies for Atrial Fibrillation Using Deep Learning,10.3389/fphys.2021.674106,2021,LA,Cardiac
Hierarchical Consistency Regularized Mean Teacher for Semi-supervised 3D Left Atrium Segmentation,10.1109/embc46164.2021.9629941,2021,LA,Cardiac
Mutual consistency learning for semi-supervised medical image segmentation,10.1016/j.media.2022.102530,2022,LA,Cardiac
Dual-Task Mutual Learning for Semi-supervised Medical Image Segmentation,10.1007/978-3-030-88010-1_46,2021,LA,Cardiac
AtrialJSQnet: A New framework for joint segmentation and quantification of left atrium and scars incorporating spatial and shape information,10.1016/j.media.2021.102303,2022,LA,Cardiac
Medical image segmentation with 3D convolutional neural networks: A survey,10.1016/j.neucom.2022.04.065,2022,LA,Cardiac
Reciprocal Learning for Semi-supervised Segmentation,10.1007/978-3-030-87196-3_33,2021,LA,Cardiac
Deep learning-based automatic segmentation of images in cardiac radiography: A promising challenge,10.1016/j.cmpb.2022.106821,2022,LA,Cardiac
Whole‐Heart <scp>High‐Resolution</scp> Late Gadolinium Enhancement: Techniques and Clinical Applications,10.1002/jmri.27732,2022,LA,Cardiac
Deep learning methods for automatic evaluation of delayed enhancement-MRI. The results of the EMIDEC challenge,10.1016/j.media.2022.102428,2022,LA,Cardiac
Challenges in ensuring the generalizability of image quantitation methods for MRI,10.1002/mp.15195,2022,LA,Cardiac
Uncertainty-Guided Voxel-Level Supervised Contrastive Learning for Semi-Supervised Medical Image Segmentation,10.1142/s0129065722500162,2022,LA,Cardiac
Medical image analysis on left atrial LGE MRI for atrial fibrillation studies: A review,10.1016/j.media.2022.102360,2022,LA,Cardiac
Multiresolution Aggregation Transformer UNet Based on Multiscale Input and Coordinate Attention for Medical Image Segmentation,10.3390/s22103820,2022,LA,Cardiac
Performance Comparison of Deep Learning Approaches for Left Atrium Segmentation from LGE-MRI Data,10.22489/cinc.2020.306,2020,LA,Cardiac
Semi-supervised Left Atrium Segmentation with Mutual Consistency  Training,10.48550/arxiv.2103.02911,2021,LA,Cardiac
AtrialGeneral: Domain Generalization for Left Atrial Segmentation of  Multi-Center LGE MRIs,10.48550/arxiv.2106.08727,2021,LA,Cardiac
Medical Image Analysis on Left Atrial LGE MRI for Atrial Fibrillation  Studies: A Review,10.48550/arxiv.2106.09862,2021,LA,Cardiac
Understanding PITX2-Dependent Atrial Fibrillation Mechanisms through Computational Models,10.3390/ijms22147681,2021,LA,Cardiac
Reinforcement Learning to Improve Image-Guidance of Ablation Therapy for Atrial Fibrillation,10.3389/fphys.2021.733139,2021,LA,Cardiac
V-Net: Fully Convolutional Neural Networks for Volumetric Medical Image Segmentation,10.1109/3dv.2016.79,2016,PROMISE12,Cardiac
Metrics for evaluating 3D medical image segmentation: analysis selection and tool,10.1186/s12880-015-0068-x,2015,PROMISE12,Cardiac
nnU-Net: a self-configuring method for deep learning-based biomedical image segmentation,10.1038/s41592-020-01008-z,2021,PROMISE12,Cardiac
ISLES 2015 - A public evaluation benchmark for ischemic stroke lesion segmentation from multispectral MRI,10.1016/j.media.2016.07.009,2017,PROMISE12,Cardiac
Deep learning for image-based cancer detection and diagnosis − A survey,10.1016/j.patcog.2018.05.014,2018,PROMISE12,Cardiac
NAS-Unet: Neural Architecture Search for Medical Image Segmentation,10.1109/access.2019.2908991,2019,PROMISE12,Cardiac
Reducing the Hausdorff Distance in Medical Image Segmentation With Convolutional Neural Networks,10.1109/tmi.2019.2930068,2020,PROMISE12,Cardiac
A new era: artificial intelligence and machine learning in prostate cancer,10.1038/s41585-019-0193-3,2019,PROMISE12,Cardiac
Cancer Diagnosis Using Deep Learning: A Bibliographic Review,10.3390/cancers11091235,2019,PROMISE12,Cardiac
Computer-Aided Detection and diagnosis for prostate cancer based on mono and multi-parametric MRI: A review,10.1016/j.compbiomed.2015.02.009,2015,PROMISE12,Cardiac
Why rankings of biomedical image analysis competitions should be interpreted with care,10.1038/s41467-018-07619-7,2018,PROMISE12,Cardiac
Generalizing Deep Learning for Medical Image Segmentation to Unseen Domains via Deep Stacked Transformation,10.1109/tmi.2020.2973595,2020,PROMISE12,Cardiac
Cloud-Based Evaluation of Anatomical Structure Segmentation and Landmark Detection Algorithms: VISCERAL Anatomy Benchmarks,10.1109/tmi.2016.2578680,2016,PROMISE12,Cardiac
Deeply supervised 3D fully convolutional networks with group dilated convolution for automatic<scp>MRI</scp>prostate segmentation,10.1002/mp.13416,2019,PROMISE12,Cardiac
Superpixel-Based Segmentation for 3D Prostate MR Images,10.1109/tmi.2015.2496296,2016,PROMISE12,Cardiac
MS-Net: Multi-Site Network for Improving Prostate Segmentation With Heterogeneous MRI Data,10.1109/tmi.2020.2974574,2020,PROMISE12,Cardiac
A survey on U-shaped networks in medical image segmentations,10.1016/j.neucom.2020.05.070,2020,PROMISE12,Cardiac
Confidence Calibration and Predictive Uncertainty Estimation for Deep Medical Image Segmentation,10.1109/tmi.2020.3006437,2020,PROMISE12,Cardiac
Deep Attentive Features for Prostate Segmentation in 3D Transrectal Ultrasound,10.1109/tmi.2019.2913184,2019,PROMISE12,Cardiac
Computer Aided-Diagnosis of Prostate Cancer on Multiparametric MRI: A Technical Review of Current Research,10.1155/2014/789561,2014,PROMISE12,Cardiac
PROSTATEx Challenges for computerized classification of prostate lesions from multiparametric magnetic resonance images,10.1117/1.jmi.5.4.044501,2018,PROMISE12,Cardiac
Multiparametric MRI and radiomics in prostate cancer: a review,10.1007/s13246-019-00730-z,2019,PROMISE12,Cardiac
PSNet: prostate segmentation on MRI based on a convolutional neural network,10.1117/1.jmi.5.2.021208,2018,PROMISE12,Cardiac
Atlas registration and ensemble deep convolutional neural network-based prostate segmentation using magnetic resonance imaging,10.1016/j.neucom.2017.09.084,2018,PROMISE12,Cardiac
UTNet: A Hybrid Transformer Architecture for Medical Image Segmentation,10.1007/978-3-030-87199-4_6,2021,M&Ms,Prostate
The Medical Segmentation Decathlon,10.1038/s41467-022-30695-9,2021,M&Ms,Prostate
Transparency of deep neural networks for medical image analysis: A review of interpretability methods,10.1016/j.compbiomed.2021.105111,2021,M&Ms,Prostate
Multi-Site Infant Brain Segmentation Algorithms: The iSeg-2019 Challenge,10.1109/tmi.2021.3055428,2020,M&Ms,Prostate
Semi-supervised Meta-learning with Disentanglement for Domain-Generalised Medical Image Segmentation,10.1007/978-3-030-87196-3_29,2021,M&Ms,Prostate
Adaptive Hierarchical Dual Consistency for Semi-Supervised Left Atrium Segmentation on Cross-Domain Data,10.1109/tmi.2021.3113678,2022,M&Ms,Prostate
Learning disentangled representations in the imaging domain,10.1016/j.media.2022.102516,2021,M&Ms,Prostate
Artificial intelligence with deep learning in nuclear medicine and radiology,10.1186/s40658-021-00426-y,2021,M&Ms,Prostate
Federated learning for multi-center imaging diagnostics: a simulation study in cardiovascular disease,10.1038/s41598-022-07186-4,2022,M&Ms,Prostate
AtrialJSQnet: A New framework for joint segmentation and quantification of left atrium and scars incorporating spatial and shape information,10.1016/j.media.2021.102303,2022,M&Ms,Prostate
Cascaded Triplanar Autoencoder M-Net for Fully Automatic Segmentation of Left Ventricle Myocardial Scar From Three-Dimensional Late Gadolinium-Enhanced MR Images,10.1109/jbhi.2022.3146013,2022,M&Ms,Prostate
Assessment of right ventricular size and function from cardiovascular magnetic resonance images using artificial intelligence,10.1186/s12968-022-00861-5,2022,M&Ms,Prostate
Transformers in Medical Image Analysis: A Review,10.1016/j.imed.2022.07.002,2022,M&Ms,Prostate
Radiomics-Based Classification of Left Ventricular Non-compaction Hypertrophic Cardiomyopathy and Dilated Cardiomyopathy in Cardiovascular Magnetic Resonance,10.3389/fcvm.2021.764312,2021,M&Ms,Prostate
Refined Deep Layer Aggregation for Multi-Disease Multi-View &amp; Multi-Center Cardiac MR Segmentation,10.1007/978-3-030-93722-5_34,2022,M&Ms,Prostate
Medical image analysis on left atrial LGE MRI for atrial fibrillation studies: A review,10.1016/j.media.2022.102360,2022,M&Ms,Prostate
MH-Net: Model-data-driven hybrid-fusion network for medical image segmentation,10.1016/j.knosys.2022.108795,2022,M&Ms,Prostate
From Accuracy to Reliability and Robustness in Cardiac Magnetic Resonance Image Segmentation: A Review,10.3390/app12083936,2022,M&Ms,Prostate
Collaborative boundary-aware context encoding networks for error map prediction,10.1016/j.patcog.2021.108515,2021,M&Ms,Prostate
Using MRI-specific Data Augmentation to Enhance the Segmentation of Right Ventricle in Multi-disease Multi-center and Multi-view Cardiac MRI,10.1007/978-3-030-93722-5_27,2022,M&Ms,Prostate
Late Fusion U-Net with GAN-Based Augmentation for Generalizable Cardiac MRI Segmentation,10.1007/978-3-030-93722-5_39,2022,M&Ms,Prostate
Cardiac MR: From Theory to Practice,10.3389/fcvm.2022.826283,2022,M&Ms,Prostate
Towards reliable cardiac image segmentation: Assessing image-level and pixel-level segmentation quality via self-reflective references,10.1016/j.media.2022.102426,2022,M&Ms,Prostate
Machine learning for the automatic assessment of aortic rotational flow and wall shear stress from 4D flow cardiac magnetic resonance imaging,10.1007/s00330-022-09068-9,2022,M&Ms,Prostate
A Systematic Collection of Medical Image Datasets for Deep Learning,10.48550/arxiv.2106.12864,2021,M&Ms,Prostate
The Liver Tumor Segmentation Benchmark (LiTS),10.1016/j.media.2022.102680,2019,Medical Decathlon,Prostate
Robust deep learning-based semantic organ segmentation in hyperspectral images,10.1016/j.media.2022.102488,2021,Medical Decathlon,Prostate
